1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,1,0,0
8,1,0,0
9,1,0,0
10,1,0,0
11,1,0,0
12,2,1,0
13,2,1,1
14,2,1,1
15,2,1,1
16,2,1,1
17,2,2,1
18,2,2,2
19,2,2,2
20,2,2,2
21,2,2,2
22,3,2,2
23,3,2,2
24,3,2,2
25,3,2,2
26,3,2,2
27,4,3,3
28,4,3,3
29,4,3,3
30,4,3,3
31,4,3,3
32,4,4,3
33,4,4,4
34,4,4,4
35,4,4,4
36,4,4,4
37,5,4,4
38,5,4,4
39,5,4,4
40,5,4,4
41,5,4,4
42,5,5,4
43,5,5,5
44,5,5,5
45,5,5,5
46,5,5,5
47,6,5,5
48,6,5,5
49,6,5,5
50,6,5,5
51,6,6,5
52,6,6,6
53,6,6,6
54,6,6,6
55,6,6,6
56,6,6,6
57,6,6,6
58,7,6,6
59,7,6,6
60,7,6,6
61,7,6,6
62,7,6,6
63,7,6,6
64,7,6,6
65,7,7,6
66,7,7,7
67,7,7,7
68,7,7,7
69,7,7,7
70,7,7,7
71,7,7,7
72,8,7,7
73,8,7,7
74,8,7,7
75,8,7,7
76,8,7,7
77,8,7,7
78,8,7,7
79,8,8,7
80,8,8,8
81,8,8,8
82,8,8,8
83,8,8,8
84,8,8,8
85,8,8,8
86,8,8,8
87,8,8,8
88,8,8,8
89,8,8,8
90,9,8,8
91,9,8,8
92,9,8,8
93,9,8,8
94,9,8,8
95,9,8,8
96,9,9,8
97,9,9,9
98,9,9,9
99,9,9,9
100,9,9,9
