1,0,0,0
2,0,0,0
3,0,0,0
4,1,0,0
5,1,0,0
6,1,0,0
7,1,0,0
8,1,0,0
9,1,0,0
10,1,1,1
11,1,1,1
12,1,1,1
13,1,1,1
14,1,1,1
15,1,1,1
16,1,1,1
17,1,1,1
18,1,1,1
19,1,1,1
20,1,1,1
21,1,1,1
22,1,1,1
23,1,1,1
24,1,1,1
25,1,1,1
26,1,1,1
27,1,1,1
28,1,1,1
29,1,1,1
30,2,1,1
31,2,1,1
32,2,1,1
33,2,1,1
34,2,2,1
35,2,2,2
36,2,2,2
37,2,2,2
38,2,2,2
39,2,2,2
40,2,2,2
41,2,2,2
42,2,2,2
43,2,2,2
44,2,2,2
45,2,2,2
46,3,2,2
47,3,2,2
48,3,2,2
49,3,2,2
50,3,3,2
51,3,3,3
52,3,3,3
53,3,3,3
54,3,3,3
55,4,3,3
56,4,3,3
57,4,3,3
58,5,3,3
59,5,3,3
60,5,4,4
61,5,4,4
62,5,4,4
63,5,4,4
64,5,5,4
65,5,5,5
66,5,5,5
67,5,5,5
68,5,5,5
69,5,5,5
70,5,5,5
71,5,5,5
72,5,5,5
73,5,5,5
74,6,5,5
75,6,5,5
76,6,5,5
77,6,5,5
78,6,5,5
79,6,5,5
80,6,5,5
81,6,6,5
82,6,6,6
83,6,6,6
84,6,6,6
85,6,6,6
86,6,6,6
87,6,6,6
88,6,6,6
89,6,6,6
90,6,6,6
91,7,6,6
92,7,6,6
93,7,6,6
94,7,6,6
95,7,7,6
96,7,7,7
97,7,7,7
98,7,7,7
99,7,7,7
100,7,7,7
