1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,1,0,0
8,1,0,0
9,1,0,0
10,1,0,0
11,1,0,0
12,1,0,0
13,1,1,1
14,1,1,1
15,1,1,1
16,1,1,1
17,1,1,1
18,1,1,1
19,1,1,1
20,2,1,1
21,2,1,1
22,2,1,1
23,2,1,1
24,2,2,1
25,3,2,2
26,3,2,2
27,3,2,2
28,3,2,2
29,3,2,2
30,4,3,2
31,4,3,3
32,4,3,3
33,4,3,3
34,4,3,3
35,5,4,3
36,5,4,4
37,5,4,4
38,5,4,4
39,5,4,4
40,5,4,4
41,5,5,4
42,5,5,5
43,5,5,5
44,5,5,5
45,5,5,5
46,5,5,5
47,6,5,5
48,6,5,5
49,6,5,5
50,6,5,5
51,6,5,5
52,6,5,5
53,7,6,5
54,7,6,6
55,7,6,6
56,7,6,6
57,7,6,6
58,7,6,6
59,7,6,6
60,7,7,6
61,7,7,7
62,7,7,7
63,7,7,7
64,7,7,7
65,7,7,7
66,7,7,7
67,8,7,7
68,8,7,7
69,8,7,7
70,8,7,7
71,8,7,7
72,9,8,7
73,9,8,7
74,9,8,8
75,9,8,8
76,9,8,8
77,9,8,8
78,9,8,8
79,9,8,8
80,9,9,8
81,10,9,9
82,10,9,9
83,10,9,9
84,10,9,9
85,10,9,9
86,10,9,9
87,10,9,9
88,10,9,9
89,10,9,9
90,10,9,9
91,10,10,9
92,11,10,10
93,11,10,10
94,11,10,10
95,11,10,10
96,11,10,10
97,11,10,10
98,11,10,10
99,11,10,10
100,11,10,10
